Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71873520,3,"Friday, November  2, 2012 00:19:45 UTC",37.6935,-119.4082,2.5,26.10,49,"Central California"
hv,60425546,2,"Thursday, November  1, 2012 23:56:04 UTC",19.3742,-155.2365,1.7,3.30,14,"Island of Hawaii, Hawaii"
nm,110512c,A,"Thursday, November  1, 2012 23:52:37 UTC",36.2146,-89.6127,1.5,5.70,11,"Tennessee"
us,b000dj15,A,"Thursday, November  1, 2012 23:43:39 UTC",-31.7800,-67.1800,4.3,85.00, 0,"San Juan, Argentina"
us,b000dj12,8,"Thursday, November  1, 2012 23:37:18 UTC",1.2377,122.0653,5.3,38.40,106,"Minahasa, Sulawesi, Indonesia"
ci,15239977,2,"Thursday, November  1, 2012 23:13:11 UTC",32.6203,-117.0723,1.7,16.00,59,"San Diego County urban area, California"
hv,60425521,2,"Thursday, November  1, 2012 23:07:08 UTC",19.3772,-155.2403,2.0,3.70,18,"Island of Hawaii, Hawaii"
ci,37100332,4,"Thursday, November  1, 2012 23:04:20 UTC",32.6293,-117.0732,1.4,14.10,13,"San Diego County urban area, California"
ci,15239969,2,"Thursday, November  1, 2012 23:04:03 UTC",32.6178,-117.0805,1.6,14.80,41,"San Diego County urban area, California"
pr,12306008,0,"Thursday, November  1, 2012 23:03:11 UTC",17.6161,-68.7220,3.4,71.00,10,"Dominican Republic region"
nc,71873465,0,"Thursday, November  1, 2012 22:56:10 UTC",36.8138,-121.5457,1.2,4.10,16,"Central California"
nc,71873455,0,"Thursday, November  1, 2012 22:51:55 UTC",38.7705,-122.7060,1.0,4.10, 9,"Northern California"
ak,10591941,1,"Thursday, November  1, 2012 22:38:29 UTC",63.2632,-146.9147,2.1,168.30, 6,"Central Alaska"
ak,10591912,1,"Thursday, November  1, 2012 21:39:53 UTC",63.5187,-147.7409,1.4,17.80, 4,"Central Alaska"
ak,10591901,2,"Thursday, November  1, 2012 21:36:16 UTC",63.2552,-150.7356,1.6,128.70,13,"Central Alaska"
nc,71873400,3,"Thursday, November  1, 2012 21:34:44 UTC",37.5413,-118.8697,2.7,8.70,51,"Central California"
nc,71873375,0,"Thursday, November  1, 2012 21:22:07 UTC",37.4877,-118.8393,1.9,3.00,23,"Central California"
uu,60003567,2,"Thursday, November  1, 2012 21:13:42 UTC",44.3810,-110.9967,1.3,5.60, 6,"Yellowstone National Park, Wyoming"
nc,71873360,2,"Thursday, November  1, 2012 21:05:23 UTC",36.2888,-120.8450,1.0,7.90,11,"Central California"
hv,60425456,2,"Thursday, November  1, 2012 20:57:55 UTC",19.4098,-155.3143,2.2,5.20,34,"Island of Hawaii, Hawaii"
nc,71873340,1,"Thursday, November  1, 2012 20:49:44 UTC",38.8005,-122.8115,1.6,3.60,27,"Northern California"
uu,60003562,2,"Thursday, November  1, 2012 20:30:58 UTC",38.9800,-111.4822,1.3,6.00, 5,"Utah"
ak,10591867,1,"Thursday, November  1, 2012 20:25:23 UTC",64.6488,-149.0203,1.0,2.00, 5,"Central Alaska"
hv,60425436,2,"Thursday, November  1, 2012 20:22:43 UTC",19.3812,-155.2448,1.9,3.60,20,"Island of Hawaii, Hawaii"
ak,10591689,1,"Thursday, November  1, 2012 20:15:22 UTC",63.5479,-150.7848,1.5,5.00, 8,"Central Alaska"
nc,71873320,0,"Thursday, November  1, 2012 20:07:16 UTC",38.5222,-122.9092,1.9,2.00, 6,"Northern California"
ak,10591674,2,"Thursday, November  1, 2012 20:05:05 UTC",59.3464,-146.5036,3.2,5.70,35,"Gulf of Alaska"
uw,60483596,3,"Thursday, November  1, 2012 19:58:21 UTC",43.7977,-121.6757,2.2,0.00,20,"Oregon"
mb,12453464,2,"Thursday, November  1, 2012 19:57:50 UTC",44.6653,-111.8776,1.1,15.20,11,"western Montana"
ci,15239905,2,"Thursday, November  1, 2012 19:24:18 UTC",33.9562,-116.6248,1.0,14.00,49,"Southern California"
ci,15239889,2,"Thursday, November  1, 2012 19:16:21 UTC",33.1728,-115.6070,1.0,3.10,13,"Southern California"
ci,15239873,2,"Thursday, November  1, 2012 19:15:01 UTC",33.1827,-115.6028,1.9,0.50,26,"Southern California"
ak,10591658,1,"Thursday, November  1, 2012 19:12:11 UTC",62.5963,-150.1456,1.9,61.60,14,"Central Alaska"
ak,10591653,1,"Thursday, November  1, 2012 19:05:39 UTC",63.1808,-147.0984,1.7,6.30,11,"Central Alaska"
nc,71873290,3,"Thursday, November  1, 2012 18:50:30 UTC",39.6042,-121.5842,2.0,0.60,15,"Northern California"
hv,60425371,2,"Thursday, November  1, 2012 18:16:15 UTC",19.3892,-155.2823,2.2,3.30,18,"Island of Hawaii, Hawaii"
nc,71873280,4,"Thursday, November  1, 2012 18:14:06 UTC",35.4940,-120.6017,1.6,3.80,35,"Central California"
nc,71873270,0,"Thursday, November  1, 2012 18:07:27 UTC",36.8193,-121.5467,1.3,3.70,14,"Central California"
nc,71873265,3,"Thursday, November  1, 2012 18:06:17 UTC",36.8157,-121.5505,2.8,5.90,80,"Central California"
nc,71873260,2,"Thursday, November  1, 2012 18:04:11 UTC",35.7403,-121.1088,1.0,7.90,18,"Central California"
nc,71873255,0,"Thursday, November  1, 2012 17:52:14 UTC",38.7500,-122.7150,1.0,1.10, 8,"Northern California"
nc,71873245,0,"Thursday, November  1, 2012 17:42:00 UTC",38.7870,-122.7368,1.3,1.90,21,"Northern California"
hv,60425331,2,"Thursday, November  1, 2012 17:39:00 UTC",19.3815,-155.2450,2.1,3.60,17,"Island of Hawaii, Hawaii"
nc,71873240,0,"Thursday, November  1, 2012 17:29:50 UTC",36.3133,-120.8552,1.3,7.20, 8,"Central California"
ci,15239849,3,"Thursday, November  1, 2012 17:27:19 UTC",35.8590,-118.1050,1.1,14.00,15,"Central California"
ci,15239841,2,"Thursday, November  1, 2012 17:26:25 UTC",35.8645,-118.1012,1.1,12.60,30,"Central California"
ci,15239833,2,"Thursday, November  1, 2012 17:22:34 UTC",34.2068,-117.0090,1.2,12.30,44,"Southern California"
us,b000diti,6,"Thursday, November  1, 2012 17:21:57 UTC",18.5648,145.6828,4.7,164.30,71,"Pagan region, Northern Mariana Islands"
nc,71873230,2,"Thursday, November  1, 2012 17:12:37 UTC",36.3070,-120.8275,1.4,9.80,19,"Central California"
ak,10591576,1,"Thursday, November  1, 2012 17:12:36 UTC",61.3494,-149.5829,1.3,25.00, 4,"Southern Alaska"
ci,15239825,2,"Thursday, November  1, 2012 17:11:41 UTC",33.6063,-116.9323,1.8,9.60,45,"Southern California"
ci,15239809,2,"Thursday, November  1, 2012 16:51:44 UTC",33.2595,-115.5908,1.3,3.50,15,"Southern California"
ci,15239817,2,"Thursday, November  1, 2012 16:50:24 UTC",32.9227,-115.4970,1.1,5.50,12,"Southern California"
uw,60483561,1,"Thursday, November  1, 2012 16:38:43 UTC",45.0270,-124.1172,2.2,38.60,17,"offshore Oregon"
hv,60425276,2,"Thursday, November  1, 2012 16:37:41 UTC",19.3862,-155.2452,2.1,3.50,21,"Island of Hawaii, Hawaii"
ci,15239801,2,"Thursday, November  1, 2012 16:36:54 UTC",33.6947,-116.8077,1.6,19.30,94,"Southern California"
nc,71873210,0,"Thursday, November  1, 2012 16:29:57 UTC",36.7125,-121.0653,1.7,5.70,11,"Central California"
ci,15239793,2,"Thursday, November  1, 2012 16:25:27 UTC",33.2358,-115.5988,1.3,5.60,17,"Southern California"
ci,15239777,2,"Thursday, November  1, 2012 16:20:16 UTC",33.1967,-115.5923,1.1,5.50,19,"Southern California"
ci,15239761,2,"Thursday, November  1, 2012 16:16:46 UTC",33.1863,-115.5758,1.3,3.40,21,"Southern California"
ci,15239737,2,"Thursday, November  1, 2012 16:10:52 UTC",33.6697,-116.7438,1.4,17.50,51,"Southern California"
hv,60425266,2,"Thursday, November  1, 2012 16:10:31 UTC",19.3828,-155.2467,2.1,3.10,15,"Island of Hawaii, Hawaii"
ci,15239729,2,"Thursday, November  1, 2012 16:02:39 UTC",35.1488,-118.3972,1.3,0.00,14,"Central California"
uu,60003532,4,"Thursday, November  1, 2012 15:58:50 UTC",38.9832,-111.4840,2.6,1.90,20,"Utah"
ci,15239721,2,"Thursday, November  1, 2012 15:54:09 UTC",33.4872,-116.4873,1.3,16.00,48,"Southern California"
pr,12306007,0,"Thursday, November  1, 2012 15:33:40 UTC",18.1725,-67.9369,3.0,104.00,10,"Mona Passage, Puerto Rico"
us,b000dirg,7,"Thursday, November  1, 2012 15:30:48 UTC",16.9701,-85.5165,4.7,7.90,198,"north of Honduras"
hv,60425206,3,"Thursday, November  1, 2012 15:26:27 UTC",19.3778,-155.2350,3.0,3.10,44,"Island of Hawaii, Hawaii"
hv,60425201,5,"Thursday, November  1, 2012 15:25:10 UTC",19.3768,-155.2355,2.8,2.70,40,"Island of Hawaii, Hawaii"
hv,60425181,2,"Thursday, November  1, 2012 15:16:23 UTC",19.3785,-155.2385,1.8,2.40,12,"Island of Hawaii, Hawaii"
ci,15239713,2,"Thursday, November  1, 2012 14:59:09 UTC",31.2253,-115.9228,2.9,6.00, 8,"Baja California, Mexico"
ci,15239657,2,"Thursday, November  1, 2012 14:48:57 UTC",33.4882,-116.4868,1.0,15.20,36,"Southern California"
ci,15239649,2,"Thursday, November  1, 2012 14:34:36 UTC",34.1163,-117.6422,1.8,12.80,52,"Greater Los Angeles area, California"
nc,71873180,7,"Thursday, November  1, 2012 14:34:17 UTC",36.8147,-121.5473,3.3,6.00,123,"Central California"
hv,60425141,2,"Thursday, November  1, 2012 14:28:44 UTC",19.3825,-155.2427,2.4,4.00,12,"Island of Hawaii, Hawaii"
ci,15239617,2,"Thursday, November  1, 2012 14:28:10 UTC",33.4878,-116.4872,1.2,15.40,48,"Southern California"
nc,71873170,2,"Thursday, November  1, 2012 14:25:11 UTC",35.9687,-120.5328,1.6,4.30,54,"Central California"
ci,15239569,2,"Thursday, November  1, 2012 14:17:02 UTC",32.7752,-115.4325,1.7,12.10,14,"Southern California"
ak,10591484,2,"Thursday, November  1, 2012 14:13:35 UTC",60.7711,-151.9927,4.1,89.10,37,"Kenai Peninsula, Alaska"
nc,71873165,2,"Thursday, November  1, 2012 14:12:23 UTC",35.9682,-120.5323,1.3,3.30,39,"Central California"
us,b000dipu,8,"Thursday, November  1, 2012 14:12:01 UTC",-6.8206,107.4971,5.8,138.80,124,"Java, Indonesia"
nc,71873160,3,"Thursday, November  1, 2012 14:11:33 UTC",35.9693,-120.5353,2.7,5.10,92,"Central California"
ak,10591480,1,"Thursday, November  1, 2012 14:01:10 UTC",61.5509,-140.9918,1.7,7.90,13,"Southern Yukon Territory, Canada"
hv,60425091,2,"Thursday, November  1, 2012 13:56:40 UTC",19.3752,-155.2343,2.4,2.30,23,"Island of Hawaii, Hawaii"
ci,15239553,2,"Thursday, November  1, 2012 13:44:52 UTC",33.9510,-116.2797,1.7,1.20,59,"Southern California"
us,b000dip8,5,"Thursday, November  1, 2012 13:26:12 UTC",-5.2425,145.5199,5.0,94.40,41,"eastern New Guinea region, Papua New Guinea"
ci,15239537,2,"Thursday, November  1, 2012 13:00:31 UTC",34.5323,-116.2692,1.1,2.60,18,"Southern California"
ak,10591469,1,"Thursday, November  1, 2012 12:33:26 UTC",63.5204,-150.9118,1.7,0.10,11,"Central Alaska"
ci,15239529,2,"Thursday, November  1, 2012 12:20:28 UTC",33.3330,-116.2172,1.5,9.80,63,"Southern California"
us,b000diny,9,"Thursday, November  1, 2012 12:02:03 UTC",-23.9958,-64.9726,4.4,24.10,19,"Jujuy, Argentina"
nc,71873145,0,"Thursday, November  1, 2012 11:33:25 UTC",38.8375,-122.8013,1.0,1.90,14,"Northern California"
ci,15239513,2,"Thursday, November  1, 2012 11:30:06 UTC",33.5958,-116.8692,1.2,5.50,45,"Southern California"
uu,60003517,4,"Thursday, November  1, 2012 10:54:05 UTC",39.4063,-111.0680,1.8,0.80,19,"Utah"
ak,10591459,1,"Thursday, November  1, 2012 10:49:12 UTC",61.2816,-141.2581,1.3,34.30, 5,"Southern Alaska"
nc,71873130,0,"Thursday, November  1, 2012 10:44:37 UTC",36.3652,-120.9473,1.8,7.30, 9,"Central California"
nc,71873125,2,"Thursday, November  1, 2012 10:29:16 UTC",36.0358,-120.5977,1.2,4.40,39,"Central California"
ci,15239497,2,"Thursday, November  1, 2012 10:22:11 UTC",35.6605,-118.4720,1.7,10.30,45,"Central California"
ak,10591453,1,"Thursday, November  1, 2012 10:11:51 UTC",61.4504,-141.1424,1.5,26.40, 5,"Southern Alaska"
nn,00392656,9,"Thursday, November  1, 2012 09:55:49 UTC",39.3616,-118.0925,1.4,6.30, 8,"Nevada"
us,b000dina,7,"Thursday, November  1, 2012 09:51:05 UTC",51.2652,-179.6306,5.1,60.70,362,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12306006,0,"Thursday, November  1, 2012 09:50:49 UTC",18.8696,-66.9507,3.3,45.00, 8,"Puerto Rico region"
us,b000din9,5,"Thursday, November  1, 2012 09:48:01 UTC",-20.2379,-177.6548,5.0,458.70,47,"Fiji region"
ci,15239481,2,"Thursday, November  1, 2012 09:37:36 UTC",32.8375,-117.2620,1.2,13.50,48,"San Diego County urban area, California"
ak,10591431,1,"Thursday, November  1, 2012 09:11:05 UTC",61.5607,-140.9931,1.4,11.30, 8,"Southern Yukon Territory, Canada"
ci,15239473,2,"Thursday, November  1, 2012 09:04:24 UTC",33.5857,-116.8710,1.6,5.30,109,"Southern California"
ak,10591420,1,"Thursday, November  1, 2012 09:00:08 UTC",61.5602,-141.1278,2.9,0.00,36,"Southern Alaska"
nc,71873085,3,"Thursday, November  1, 2012 08:58:43 UTC",35.7418,-121.1032,2.2,7.30,82,"Central California"
ak,10591417,1,"Thursday, November  1, 2012 08:39:48 UTC",62.1715,-145.4747,1.9,33.00, 6,"Central Alaska"
ci,15239457,2,"Thursday, November  1, 2012 08:35:29 UTC",32.3187,-115.3520,2.1,10.00,14,"Baja California, Mexico"
hv,60424961,1,"Thursday, November  1, 2012 08:22:00 UTC",19.5572,-155.4645,1.8,18.00,22,"Island of Hawaii, Hawaii"
hv,60424956,2,"Thursday, November  1, 2012 08:20:56 UTC",19.3845,-155.2830,2.3,2.90,17,"Island of Hawaii, Hawaii"
nn,00392655,9,"Thursday, November  1, 2012 08:01:38 UTC",37.3762,-117.0926,1.5,10.40,18,"Nevada"
ak,10591405,1,"Thursday, November  1, 2012 07:43:34 UTC",64.0320,-150.5577,1.8,37.30, 4,"Central Alaska"
us,b000dilx,4,"Thursday, November  1, 2012 07:35:27 UTC",37.6194,71.0551,4.3,223.10,13,"Hindu Kush region, Afghanistan"
nc,71873070,0,"Thursday, November  1, 2012 07:27:05 UTC",38.8445,-122.7797,1.0,2.80,10,"Northern California"
us,b000dilu,5,"Thursday, November  1, 2012 06:57:22 UTC",49.4030,155.5456,5.2,49.00,370,"Kuril Islands"
nc,71873040,3,"Thursday, November  1, 2012 06:56:58 UTC",37.6363,-118.9647,2.5,7.60,49,"Long Valley area, California"
mb,12224743,2,"Thursday, November  1, 2012 06:56:21 UTC",49.0920,-112.9226,2.4,2.50,17,"Alberta, Canada"
nc,71873035,0,"Thursday, November  1, 2012 06:47:51 UTC",38.7600,-122.7323,1.2,2.10,18,"Northern California"
ci,15239441,2,"Thursday, November  1, 2012 06:40:04 UTC",34.5290,-119.0413,1.5,1.40,24,"Southern California"
us,b000dill,7,"Thursday, November  1, 2012 06:33:37 UTC",71.9129,-0.3958,4.5,10.00,84,"Jan Mayen Island region"
ci,15239433,2,"Thursday, November  1, 2012 06:23:47 UTC",33.3492,-116.2260,1.4,12.50,90,"Southern California"
ak,10591382,1,"Thursday, November  1, 2012 06:22:34 UTC",61.6146,-141.1443,2.1,11.50,16,"Southern Alaska"
hv,60424901,3,"Thursday, November  1, 2012 06:18:23 UTC",19.3915,-155.2480,2.4,3.80,21,"Island of Hawaii, Hawaii"
nc,71873010,3,"Thursday, November  1, 2012 06:09:18 UTC",37.0932,-121.5063,2.3,8.80,84,"Northern California"
ak,10591377,1,"Thursday, November  1, 2012 06:05:37 UTC",61.5552,-140.9790,1.9,0.00,19,"Southern Yukon Territory, Canada"
nc,71873000,0,"Thursday, November  1, 2012 06:01:05 UTC",39.2490,-122.7472,1.9,5.20,13,"Northern California"
pr,12306005,0,"Thursday, November  1, 2012 04:53:35 UTC",18.3456,-64.7180,3.3,110.00, 3,"Saint John, U.S. Virgin Islands"
nc,71872990,0,"Thursday, November  1, 2012 04:53:11 UTC",36.6730,-121.2945,1.8,4.80,13,"Central California"
pr,12306003,0,"Thursday, November  1, 2012 04:52:21 UTC",18.6765,-67.0316,3.0,26.00, 7,"Puerto Rico region"
ak,10591361,2,"Thursday, November  1, 2012 04:51:48 UTC",63.5138,-150.6192,2.5,18.20,12,"Central Alaska"
pr,12306004,0,"Thursday, November  1, 2012 04:48:45 UTC",19.5573,-64.4189,3.1,52.00, 4,"Virgin Islands region"
pr,12306002,0,"Thursday, November  1, 2012 04:44:59 UTC",19.4750,-65.4568,3.1,75.00, 5,"Puerto Rico region"
ak,10591355,1,"Thursday, November  1, 2012 04:43:25 UTC",63.5674,-150.7921,2.2,6.40,18,"Central Alaska"
pr,12306001,0,"Thursday, November  1, 2012 04:38:20 UTC",19.4002,-65.3270,3.1,85.00, 8,"Puerto Rico region"
ak,10591351,1,"Thursday, November  1, 2012 04:36:28 UTC",61.5124,-150.7102,2.0,63.50,16,"Southern Alaska"
nc,71872980,1,"Thursday, November  1, 2012 04:14:46 UTC",38.8338,-122.8062,1.7,1.00,29,"Northern California"
pr,12306000,0,"Thursday, November  1, 2012 04:12:41 UTC",19.1431,-65.1969,3.2,103.00, 8,"Puerto Rico region"
ak,10591342,1,"Thursday, November  1, 2012 04:05:57 UTC",59.2509,-153.1587,2.7,100.10,17,"Southern Alaska"
us,b000dik3,7,"Thursday, November  1, 2012 03:31:24 UTC",-5.5920,129.1256,5.1,238.50,72,"Banda Sea"
nc,71872935,3,"Thursday, November  1, 2012 03:31:11 UTC",39.2543,-122.7275,2.2,5.50,48,"Northern California"
nc,71872925,5,"Thursday, November  1, 2012 03:24:19 UTC",39.2445,-122.7155,3.0,16.70,99,"Northern California"
nc,71065969,2,"Thursday, November  1, 2012 03:20:31 UTC",39.2498,-122.7258,2.2,9.30,26,"Northern California"
nc,71872915,6,"Thursday, November  1, 2012 03:20:02 UTC",39.2452,-122.7325,2.7,7.70,74,"Northern California"
us,b000dijj,4,"Thursday, November  1, 2012 03:16:00 UTC",52.5641,-131.9431,4.9,10.30,330,"Queen Charlotte Islands, Canada region"
at,00mcsh1n,1,"Thursday, November  1, 2012 03:15:23 UTC",52.5000,-131.1000,5.1,1.00,13,"Queen Charlotte Islands, Canada region"
hv,60424756,2,"Thursday, November  1, 2012 03:05:41 UTC",19.3807,-155.2487,2.4,3.50,23,"Island of Hawaii, Hawaii"
nc,71872905,2,"Thursday, November  1, 2012 03:05:22 UTC",36.3127,-120.8515,1.4,8.20,28,"Central California"
ci,15239393,2,"Thursday, November  1, 2012 02:53:37 UTC",33.7672,-117.0322,1.0,15.70,48,"Southern California"
ak,10591314,1,"Thursday, November  1, 2012 02:51:18 UTC",61.5084,-150.7395,2.5,64.90,28,"Southern Alaska"
ci,15239385,2,"Thursday, November  1, 2012 02:39:08 UTC",32.9017,-116.2478,1.5,7.10,39,"Southern California"
ci,15239369,2,"Thursday, November  1, 2012 02:24:28 UTC",35.9928,-117.3568,1.0,7.40,16,"Central California"
nc,71872880,0,"Thursday, November  1, 2012 01:49:49 UTC",38.8175,-122.8137,1.3,3.30,18,"Northern California"
nc,71872875,1,"Thursday, November  1, 2012 01:42:08 UTC",38.8170,-122.8145,1.8,3.20,33,"Northern California"
ci,15239353,4,"Thursday, November  1, 2012 01:37:30 UTC",36.0558,-117.5067,1.1,4.80,22,"Central California"
nc,71872865,2,"Thursday, November  1, 2012 01:09:02 UTC",36.3122,-120.8422,1.4,9.00,16,"Central California"
ak,10591292,1,"Thursday, November  1, 2012 00:59:16 UTC",64.6975,-150.1760,1.3,24.00, 8,"Central Alaska"
nc,71872855,2,"Thursday, November  1, 2012 00:51:40 UTC",36.2970,-120.8430,1.3,8.30,18,"Central California"
ci,15239337,2,"Thursday, November  1, 2012 00:42:29 UTC",36.0198,-117.8058,1.6,1.70,18,"Central California"
us,b000diih,4,"Thursday, November  1, 2012 00:40:37 UTC",35.9084,-96.9020,2.5,15.50,13,"Oklahoma"
nc,71872845,3,"Thursday, November  1, 2012 00:34:37 UTC",36.2955,-120.8443,1.8,8.30,48,"Central California"
nn,00392644,9,"Thursday, November  1, 2012 00:19:28 UTC",40.4286,-119.5119,1.7,18.10, 7,"Nevada"
nc,71872835,0,"Thursday, November  1, 2012 00:05:20 UTC",38.8423,-122.8515,1.0,2.00, 6,"Northern California"
ak,10591255,1,"Wednesday, October 31, 2012 23:42:44 UTC",63.0091,-150.7856,2.1,114.20,16,"Central Alaska"
nc,71872820,2,"Wednesday, October 31, 2012 23:40:00 UTC",37.6008,-119.0548,1.0,21.80,19,"Central California"
ak,10591234,1,"Wednesday, October 31, 2012 23:07:56 UTC",64.5157,-147.2765,1.1,3.80, 9,"Central Alaska"
ci,15239289,2,"Wednesday, October 31, 2012 22:48:45 UTC",36.0525,-117.5045,2.6,4.50,48,"Central California"
us,b000dihm,4,"Wednesday, October 31, 2012 22:46:30 UTC",52.2734,-171.5452,4.6,62.30,137,"Fox Islands, Aleutian Islands, Alaska"
ci,15239281,2,"Wednesday, October 31, 2012 22:32:38 UTC",32.4718,-115.5565,1.6,19.80,17,"Baja California, Mexico"
nc,71872795,0,"Wednesday, October 31, 2012 22:23:32 UTC",36.3128,-120.8538,1.3,7.40,10,"Central California"
nc,71872780,0,"Wednesday, October 31, 2012 22:09:59 UTC",38.8213,-122.8002,1.1,3.90,19,"Northern California"
nc,71872775,1,"Wednesday, October 31, 2012 22:08:25 UTC",38.7628,-122.7432,1.9,1.50,26,"Northern California"
ak,10591187,1,"Wednesday, October 31, 2012 21:51:44 UTC",59.9150,-152.6601,2.4,95.70,19,"Southern Alaska"
mb,12576368,2,"Wednesday, October 31, 2012 21:42:52 UTC",47.9255,-113.8638,1.3,10.50,13,"western Montana"
us,b000did3,4,"Wednesday, October 31, 2012 21:27:05 UTC",-4.6199,153.3693,4.8,43.00,34,"New Ireland region, Papua New Guinea"
nc,71872755,0,"Wednesday, October 31, 2012 21:23:49 UTC",36.7878,-121.5253,1.2,9.60,15,"Central California"
uw,60483286,1,"Wednesday, October 31, 2012 21:13:29 UTC",49.3435,-120.4743,2.1,0.00, 5,"British Columbia, Canada"
hv,60424531,1,"Wednesday, October 31, 2012 20:53:44 UTC",19.4578,-155.2220,1.9,31.10,37,"Island of Hawaii, Hawaii"
nc,71872720,0,"Wednesday, October 31, 2012 20:38:38 UTC",36.4645,-121.0275,1.7,7.00,14,"Central California"
nc,71872685,2,"Wednesday, October 31, 2012 20:16:17 UTC",39.2315,-122.7167,1.5,6.10, 8,"Northern California"
nc,71872670,2,"Wednesday, October 31, 2012 20:02:10 UTC",39.2488,-122.7338,1.5,0.00,18,"Northern California"
nc,71872660,0,"Wednesday, October 31, 2012 19:55:12 UTC",38.8268,-122.8257,1.0,3.10,13,"Northern California"
mb,12181755,2,"Wednesday, October 31, 2012 19:53:11 UTC",47.8351,-114.7268,1.8,10.70,28,"western Montana"
uu,60003417,2,"Wednesday, October 31, 2012 19:15:54 UTC",41.1330,-112.9248,1.3,2.80,10,"Utah"
pr,12305001,0,"Wednesday, October 31, 2012 19:10:06 UTC",19.5921,-65.2776,3.2,17.00,16,"Puerto Rico region"
ci,15239217,2,"Wednesday, October 31, 2012 18:35:25 UTC",35.0485,-118.3220,1.7,0.90,55,"Southern California"
uu,60003412,4,"Wednesday, October 31, 2012 18:16:28 UTC",39.4055,-111.0677,1.7,1.60,13,"Utah"
ci,15239201,3,"Wednesday, October 31, 2012 17:56:27 UTC",33.2850,-116.7782,1.1,12.20,51,"Southern California"
mb,12655604,2,"Wednesday, October 31, 2012 17:49:51 UTC",44.9863,-112.2235,1.7,13.60,29,"western Montana"
nc,71872600,3,"Wednesday, October 31, 2012 17:45:04 UTC",36.4668,-121.0282,2.3,8.90,61,"Central California"
uu,60003407,3,"Wednesday, October 31, 2012 17:43:03 UTC",37.0455,-112.9322,1.1,17.20, 7,"Utah"
nc,71872595,2,"Wednesday, October 31, 2012 17:36:28 UTC",37.5992,-119.4007,1.8,46.30, 9,"Central California"
nc,71873220,4,"Wednesday, October 31, 2012 17:36:04 UTC",37.6213,-119.3382,1.8,40.00,16,"Central California"
ci,15239185,2,"Wednesday, October 31, 2012 17:22:07 UTC",33.4050,-117.0405,1.0,8.90,44,"Southern California"
nc,71872575,3,"Wednesday, October 31, 2012 16:57:39 UTC",39.6240,-120.0147,2.2,8.00,27,"Northern California"
nc,71872580,2,"Wednesday, October 31, 2012 16:57:39 UTC",39.6238,-120.0163,2.2,7.70,24,"Northern California"
pr,12305000,0,"Wednesday, October 31, 2012 16:40:12 UTC",18.2884,-65.4702,3.1,13.00,12,"Puerto Rico region"
us,2012hjai,5,"Wednesday, October 31, 2012 16:26:38 UTC",-30.1565,-177.7914,4.7,61.00,24,"Kermadec Islands, New Zealand"
ci,15239129,4,"Wednesday, October 31, 2012 16:06:37 UTC",34.3425,-116.8862,1.6,0.00,96,"Southern California"
nc,71872550,6,"Wednesday, October 31, 2012 15:29:52 UTC",40.9737,-123.6997,3.2,12.60,22,"Northern California"
hv,60424361,2,"Wednesday, October 31, 2012 15:19:41 UTC",19.3867,-155.2490,2.7,3.50,24,"Island of Hawaii, Hawaii"
us,2012hjah,3,"Wednesday, October 31, 2012 15:15:06 UTC",-5.3334,34.8331,4.6,10.00,23,"Tanzania"
ci,15239121,2,"Wednesday, October 31, 2012 15:13:57 UTC",32.3310,-115.3590,2.0,5.20,11,"Baja California, Mexico"
nc,71872530,0,"Wednesday, October 31, 2012 14:57:15 UTC",38.8230,-122.8057,1.2,3.00,20,"Northern California"
nc,71872525,0,"Wednesday, October 31, 2012 14:52:12 UTC",37.6432,-118.9500,1.0,7.00,13,"Long Valley area, California"
nc,71872515,3,"Wednesday, October 31, 2012 14:46:16 UTC",36.7503,-121.0985,2.3,7.10,95,"Central California"
ak,10591054,2,"Wednesday, October 31, 2012 14:21:04 UTC",53.5688,-164.8539,2.8,29.80,17,"Unimak Island region, Alaska"
nc,71872500,2,"Wednesday, October 31, 2012 13:49:59 UTC",36.0017,-120.5640,1.1,3.80,38,"Central California"
nc,71872495,1,"Wednesday, October 31, 2012 13:39:30 UTC",38.8118,-122.8285,2.0,2.50,36,"Northern California"
nc,71872480,0,"Wednesday, October 31, 2012 13:24:33 UTC",37.6437,-118.9490,1.0,7.30,17,"Long Valley area, California"
